,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
725,"Fri, Oct 2, 2020",9:00p,Miami Heat,114,Los Angeles Lakers,124,Box Score,,,
726,"Sun, Oct 4, 2020",7:30p,Los Angeles Lakers,104,Miami Heat,115,Box Score,,,
727,"Tue, Oct 6, 2020",9:00p,Los Angeles Lakers,102,Miami Heat,96,Box Score,,,
728,"Fri, Oct 9, 2020",9:00p,Miami Heat,111,Los Angeles Lakers,108,Box Score,,,
729,"Sun, Oct 11, 2020",7:30p,Los Angeles Lakers,106,Miami Heat,93,Box Score,,,
730,"Sat, Feb 1, 2020",3:30p,Minnesota Timberwolves,106,Los Angeles Clippers,118,Box Score,,"19,068",
731,"Sat, Feb 1, 2020",7:00p,New York Knicks,92,Indiana Pacers,85,Box Score,,"17,923",
732,"Sat, Feb 1, 2020",7:00p,Miami Heat,102,Orlando Magic,89,Box Score,,"18,846",
733,"Sat, Feb 1, 2020",8:00p,Golden State Warriors,131,Cleveland Cavaliers,112,Box Score,,"18,410",
734,"Sat, Feb 1, 2020",8:00p,Brooklyn Nets,107,Washington Wizards,113,Box Score,,"18,196",
735,"Sat, Feb 1, 2020",8:30p,Philadelphia 76ers,95,Boston Celtics,116,Box Score,,"19,156",
736,"Sat, Feb 1, 2020",8:30p,Atlanta Hawks,100,Dallas Mavericks,123,Box Score,,"20,328",
737,"Sat, Feb 1, 2020",9:00p,Charlotte Hornets,90,San Antonio Spurs,114,Box Score,,"18,615",
738,"Sat, Feb 1, 2020",10:00p,Los Angeles Lakers,129,Sacramento Kings,113,Box Score,,"17,583",
739,"Sat, Feb 1, 2020",10:30p,Utah Jazz,107,Portland Trail Blazers,124,Box Score,,"19,603",
740,"Sun, Feb 2, 2020",12:30p,Denver Nuggets,123,Detroit Pistons,128,Box Score,OT,"15,488",
741,"Sun, Feb 2, 2020",2:00p,New Orleans Pelicans,109,Houston Rockets,117,Box Score,,"18,055",
742,"Sun, Feb 2, 2020",2:00p,Phoenix Suns,108,Milwaukee Bucks,129,Box Score,,"17,754",
743,"Sun, Feb 2, 2020",3:00p,Chicago Bulls,102,Toronto Raptors,129,Box Score,,"19,800",
744,"Mon, Feb 3, 2020",7:00p,Orlando Magic,112,Charlotte Hornets,100,Box Score,,"12,337",
745,"Mon, Feb 3, 2020",7:00p,New York Knicks,139,Cleveland Cavaliers,134,Box Score,OT,"16,303",
746,"Mon, Feb 3, 2020",7:00p,Dallas Mavericks,112,Indiana Pacers,103,Box Score,,"15,086",
747,"Mon, Feb 3, 2020",7:00p,Golden State Warriors,125,Washington Wizards,117,Box Score,,"17,120",
748,"Mon, Feb 3, 2020",7:30p,Boston Celtics,123,Atlanta Hawks,115,Box Score,,"16,231",
749,"Mon, Feb 3, 2020",7:30p,Phoenix Suns,97,Brooklyn Nets,119,Box Score,,"14,891",
750,"Mon, Feb 3, 2020",7:30p,Philadelphia 76ers,106,Miami Heat,137,Box Score,,"19,725",
751,"Mon, Feb 3, 2020",8:00p,Detroit Pistons,82,Memphis Grizzlies,96,Box Score,,"14,597",
752,"Mon, Feb 3, 2020",10:00p,Minnesota Timberwolves,109,Sacramento Kings,113,Box Score,,"15,819",
753,"Mon, Feb 3, 2020",10:30p,San Antonio Spurs,105,Los Angeles Clippers,108,Box Score,,"19,068",
754,"Tue, Feb 4, 2020",7:30p,Milwaukee Bucks,120,New Orleans Pelicans,108,Box Score,,"15,424",
755,"Tue, Feb 4, 2020",8:00p,Charlotte Hornets,110,Houston Rockets,125,Box Score,,"18,055",
756,"Tue, Feb 4, 2020",9:00p,Portland Trail Blazers,99,Denver Nuggets,127,Box Score,,"19,520",
757,"Tue, Feb 4, 2020",10:00p,San Antonio Spurs,102,Los Angeles Lakers,129,Box Score,,"18,997",
758,"Wed, Feb 5, 2020",7:00p,Phoenix Suns,108,Detroit Pistons,116,Box Score,,"13,707",
759,"Wed, Feb 5, 2020",7:30p,Orlando Magic,100,Boston Celtics,116,Box Score,,"19,156",
760,"Wed, Feb 5, 2020",7:30p,Golden State Warriors,88,Brooklyn Nets,129,Box Score,,"14,352",
761,"Wed, Feb 5, 2020",7:30p,Indiana Pacers,118,Toronto Raptors,119,Box Score,,"19,800",
762,"Wed, Feb 5, 2020",8:00p,Atlanta Hawks,127,Minnesota Timberwolves,120,Box Score,,"10,779",
763,"Wed, Feb 5, 2020",8:00p,Cleveland Cavaliers,103,Oklahoma City Thunder,109,Box Score,,"18,203",
764,"Wed, Feb 5, 2020",8:30p,Memphis Grizzlies,121,Dallas Mavericks,107,Box Score,,"20,069",
765,"Wed, Feb 5, 2020",9:00p,Denver Nuggets,98,Utah Jazz,95,Box Score,,"18,306",
766,"Wed, Feb 5, 2020",10:00p,Miami Heat,111,Los Angeles Clippers,128,Box Score,,"19,068",
767,"Thu, Feb 6, 2020",7:30p,Orlando Magic,103,New York Knicks,105,Box Score,,"18,895",
768,"Thu, Feb 6, 2020",8:00p,New Orleans Pelicans,125,Chicago Bulls,119,Box Score,,"18,247",
769,"Thu, Feb 6, 2020",8:00p,Philadelphia 76ers,101,Milwaukee Bucks,112,Box Score,,"17,928",
770,"Thu, Feb 6, 2020",10:00p,San Antonio Spurs,117,Portland Trail Blazers,125,Box Score,,"19,653",
771,"Thu, Feb 6, 2020",10:30p,Houston Rockets,121,Los Angeles Lakers,111,Box Score,,"18,997",
772,"Fri, Feb 7, 2020",7:00p,Memphis Grizzlies,107,Philadelphia 76ers,119,Box Score,,"20,779",
773,"Fri, Feb 7, 2020",7:00p,Dallas Mavericks,118,Washington Wizards,119,Box Score,,"20,476",
774,"Fri, Feb 7, 2020",7:30p,Atlanta Hawks,107,Boston Celtics,112,Box Score,,"19,156",
775,"Fri, Feb 7, 2020",8:00p,Toronto Raptors,115,Indiana Pacers,106,Box Score,,"17,028",
776,"Fri, Feb 7, 2020",8:00p,Detroit Pistons,101,Oklahoma City Thunder,108,Box Score,,"18,203",
777,"Fri, Feb 7, 2020",9:00p,Houston Rockets,91,Phoenix Suns,127,Box Score,,"17,043",
778,"Fri, Feb 7, 2020",10:00p,Miami Heat,97,Sacramento Kings,105,Box Score,,"16,760",
779,"Fri, Feb 7, 2020",10:30p,Portland Trail Blazers,114,Utah Jazz,117,Box Score,,"18,306",
780,"Sat, Feb 8, 2020",5:00p,Milwaukee Bucks,111,Orlando Magic,95,Box Score,,"16,632",
781,"Sat, Feb 8, 2020",7:00p,Dallas Mavericks,116,Charlotte Hornets,100,Box Score,,"19,370",
782,"Sat, Feb 8, 2020",7:00p,New York Knicks,95,Detroit Pistons,92,Box Score,,"15,980",
783,"Sat, Feb 8, 2020",7:30p,New Orleans Pelicans,124,Indiana Pacers,117,Box Score,,"17,923",
784,"Sat, Feb 8, 2020",7:30p,Brooklyn Nets,118,Toronto Raptors,119,Box Score,,"19,800",
785,"Sat, Feb 8, 2020",8:00p,Los Angeles Clippers,115,Minnesota Timberwolves,142,Box Score,,"18,978",
786,"Sat, Feb 8, 2020",8:30p,Los Angeles Lakers,125,Golden State Warriors,120,Box Score,,"18,064",
787,"Sat, Feb 8, 2020",9:00p,Denver Nuggets,117,Phoenix Suns,108,Box Score,,"16,843",
788,"Sat, Feb 8, 2020",10:00p,San Antonio Spurs,102,Sacramento Kings,122,Box Score,,"16,756",
789,"Sun, Feb 9, 2020",3:30p,Boston Celtics,112,Oklahoma City Thunder,111,Box Score,,"18,203",
790,"Sun, Feb 9, 2020",6:00p,New York Knicks,135,Atlanta Hawks,140,Box Score,2OT,"16,309",
791,"Sun, Feb 9, 2020",6:00p,Chicago Bulls,111,Philadelphia 76ers,118,Box Score,,"21,018",
792,"Sun, Feb 9, 2020",6:00p,Memphis Grizzlies,106,Washington Wizards,99,Box Score,,"17,251",
793,"Sun, Feb 9, 2020",7:00p,Utah Jazz,114,Houston Rockets,113,Box Score,,"18,055",
794,"Sun, Feb 9, 2020",7:30p,Los Angeles Clippers,133,Cleveland Cavaliers,92,Box Score,,"17,240",
795,"Sun, Feb 9, 2020",9:00p,Miami Heat,109,Portland Trail Blazers,115,Box Score,,"19,726",
796,"Mon, Feb 10, 2020",7:00p,Charlotte Hornets,87,Detroit Pistons,76,Box Score,,"13,941",
797,"Mon, Feb 10, 2020",7:00p,Brooklyn Nets,106,Indiana Pacers,105,Box Score,,"16,761",
798,"Mon, Feb 10, 2020",7:00p,Atlanta Hawks,126,Orlando Magic,135,Box Score,,"17,076",
799,"Mon, Feb 10, 2020",7:30p,Minnesota Timberwolves,126,Toronto Raptors,137,Box Score,,"19,800",
800,"Mon, Feb 10, 2020",8:00p,Sacramento Kings,111,Milwaukee Bucks,123,Box Score,,"17,463",
801,"Mon, Feb 10, 2020",8:30p,Utah Jazz,123,Dallas Mavericks,119,Box Score,,"19,793",
802,"Mon, Feb 10, 2020",9:00p,San Antonio Spurs,120,Denver Nuggets,127,Box Score,,"19,520",
803,"Mon, Feb 10, 2020",10:30p,Miami Heat,113,Golden State Warriors,101,Box Score,,"18,064",
804,"Mon, Feb 10, 2020",10:30p,Phoenix Suns,100,Los Angeles Lakers,125,Box Score,,"18,997",
805,"Tue, Feb 11, 2020",7:00p,Los Angeles Clippers,103,Philadelphia 76ers,110,Box Score,,"20,730",
806,"Tue, Feb 11, 2020",7:00p,Chicago Bulls,114,Washington Wizards,126,Box Score,,"15,135",
807,"Tue, Feb 11, 2020",8:00p,Portland Trail Blazers,117,New Orleans Pelicans,138,Box Score,,"15,739",
808,"Tue, Feb 11, 2020",8:00p,San Antonio Spurs,114,Oklahoma City Thunder,106,Box Score,,"18,203",
809,"Tue, Feb 11, 2020",9:30p,Boston Celtics,105,Houston Rockets,116,Box Score,,"18,055",
810,"Wed, Feb 12, 2020",7:00p,Atlanta Hawks,105,Cleveland Cavaliers,127,Box Score,,"16,200",
811,"Wed, Feb 12, 2020",7:00p,Detroit Pistons,112,Orlando Magic,116,Box Score,OT,"16,607",
812,"Wed, Feb 12, 2020",7:30p,Toronto Raptors,91,Brooklyn Nets,101,Box Score,,"15,823",
813,"Wed, Feb 12, 2020",7:30p,Milwaukee Bucks,111,Indiana Pacers,118,Box Score,,"17,018",
814,"Wed, Feb 12, 2020",7:30p,Washington Wizards,114,New York Knicks,96,Box Score,,"18,835",
815,"Wed, Feb 12, 2020",8:00p,Portland Trail Blazers,104,Memphis Grizzlies,111,Box Score,,"16,889",
816,"Wed, Feb 12, 2020",8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,"18,978",
817,"Wed, Feb 12, 2020",8:30p,Sacramento Kings,111,Dallas Mavericks,130,Box Score,,"19,842",
818,"Wed, Feb 12, 2020",9:00p,Golden State Warriors,106,Phoenix Suns,112,Box Score,,"15,216",
819,"Wed, Feb 12, 2020",9:00p,Miami Heat,101,Utah Jazz,116,Box Score,,"18,306",
820,"Wed, Feb 12, 2020",10:00p,Los Angeles Lakers,120,Denver Nuggets,116,Box Score,OT,"19,860",
821,"Thu, Feb 13, 2020",8:00p,Los Angeles Clippers,133,Boston Celtics,141,Box Score,2OT,"19,156",
822,"Thu, Feb 13, 2020",8:00p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,"17,865",
823,"Thu, Feb 20, 2020",7:00p,Milwaukee Bucks,126,Detroit Pistons,106,Box Score,,"16,097",
824,"Thu, Feb 20, 2020",7:30p,Miami Heat,124,Atlanta Hawks,129,Box Score,,"17,356",
825,"Thu, Feb 20, 2020",8:00p,Charlotte Hornets,103,Chicago Bulls,93,Box Score,,"17,463",
826,"Thu, Feb 20, 2020",8:00p,Brooklyn Nets,104,Philadelphia 76ers,112,Box Score,OT,"20,806",
827,"Thu, Feb 20, 2020",10:00p,Memphis Grizzlies,125,Sacramento Kings,129,Box Score,,"17,078",
828,"Thu, Feb 20, 2020",10:30p,Houston Rockets,135,Golden State Warriors,105,Box Score,,"18,064",
829,"Fri, Feb 21, 2020",7:00p,Dallas Mavericks,122,Orlando Magic,106,Box Score,,"18,846",
830,"Fri, Feb 21, 2020",7:00p,Cleveland Cavaliers,113,Washington Wizards,108,Box Score,,"18,895",
831,"Fri, Feb 21, 2020",7:30p,Indiana Pacers,106,New York Knicks,98,Box Score,,"19,812",
832,"Fri, Feb 21, 2020",7:30p,Phoenix Suns,101,Toronto Raptors,118,Box Score,,"19,800",
833,"Fri, Feb 21, 2020",8:00p,Boston Celtics,127,Minnesota Timberwolves,117,Box Score,,"18,978",
834,"Fri, Feb 21, 2020",8:00p,Denver Nuggets,101,Oklahoma City Thunder,113,Box Score,,"18,203",
835,"Fri, Feb 21, 2020",9:00p,San Antonio Spurs,113,Utah Jazz,104,Box Score,,"18,306",
836,"Fri, Feb 21, 2020",10:30p,Memphis Grizzlies,105,Los Angeles Lakers,117,Box Score,,"18,997",
837,"Fri, Feb 21, 2020",10:30p,New Orleans Pelicans,128,Portland Trail Blazers,115,Box Score,,"19,946",
838,"Sat, Feb 22, 2020",3:30p,Sacramento Kings,112,Los Angeles Clippers,103,Box Score,,"19,068",
839,"Sat, Feb 22, 2020",7:00p,Brooklyn Nets,115,Charlotte Hornets,86,Box Score,,"19,079",
840,"Sat, Feb 22, 2020",7:30p,Dallas Mavericks,107,Atlanta Hawks,111,Box Score,,"17,050",
841,"Sat, Feb 22, 2020",8:00p,Phoenix Suns,112,Chicago Bulls,104,Box Score,,"20,506",
842,"Sat, Feb 22, 2020",8:00p,Cleveland Cavaliers,105,Miami Heat,124,Box Score,,"19,754",
843,"Sat, Feb 22, 2020",8:30p,Philadelphia 76ers,98,Milwaukee Bucks,119,Box Score,,"18,290",
844,"Sat, Feb 22, 2020",9:00p,Houston Rockets,120,Utah Jazz,110,Box Score,,"18,306",
845,"Sun, Feb 23, 2020",3:30p,Boston Celtics,112,Los Angeles Lakers,114,Box Score,,"18,997",
846,"Sun, Feb 23, 2020",6:00p,Minnesota Timberwolves,116,Denver Nuggets,128,Box Score,,"19,626",
847,"Sun, Feb 23, 2020",6:00p,Indiana Pacers,81,Toronto Raptors,127,Box Score,,"19,800",
848,"Sun, Feb 23, 2020",7:00p,Washington Wizards,117,Chicago Bulls,126,Box Score,,"18,024",
849,"Sun, Feb 23, 2020",7:00p,San Antonio Spurs,103,Oklahoma City Thunder,131,Box Score,,"18,203",
850,"Sun, Feb 23, 2020",8:30p,New Orleans Pelicans,115,Golden State Warriors,101,Box Score,,"18,064",
851,"Sun, Feb 23, 2020",9:00p,Detroit Pistons,104,Portland Trail Blazers,107,Box Score,,"19,393",
852,"Mon, Feb 24, 2020",7:00p,Miami Heat,119,Cleveland Cavaliers,125,Box Score,OT,"17,336",
853,"Mon, Feb 24, 2020",7:00p,Atlanta Hawks,112,Philadelphia 76ers,129,Box Score,,"20,836",
854,"Mon, Feb 24, 2020",7:00p,Milwaukee Bucks,137,Washington Wizards,134,Box Score,OT,"16,580",
855,"Mon, Feb 24, 2020",7:30p,Orlando Magic,115,Brooklyn Nets,113,Box Score,,"16,162",
856,"Mon, Feb 24, 2020",8:00p,New York Knicks,112,Houston Rockets,123,Box Score,,"18,055",
857,"Mon, Feb 24, 2020",8:30p,Minnesota Timberwolves,123,Dallas Mavericks,139,Box Score,,"19,936",
858,"Mon, Feb 24, 2020",9:00p,Phoenix Suns,131,Utah Jazz,111,Box Score,,"18,306",
859,"Mon, Feb 24, 2020",10:30p,Memphis Grizzlies,97,Los Angeles Clippers,124,Box Score,,"19,068",
860,"Tue, Feb 25, 2020",7:00p,Charlotte Hornets,80,Indiana Pacers,119,Box Score,,"16,088",
861,"Tue, Feb 25, 2020",7:30p,Milwaukee Bucks,108,Toronto Raptors,97,Box Score,,"19,993",
862,"Tue, Feb 25, 2020",8:00p,Oklahoma City Thunder,124,Chicago Bulls,122,Box Score,,"16,911",
863,"Tue, Feb 25, 2020",9:00p,Detroit Pistons,98,Denver Nuggets,115,Box Score,,"19,143",
864,"Tue, Feb 25, 2020",10:00p,New Orleans Pelicans,109,Los Angeles Lakers,118,Box Score,,"18,997",
865,"Tue, Feb 25, 2020",10:00p,Boston Celtics,118,Portland Trail Blazers,106,Box Score,,"19,460",
866,"Tue, Feb 25, 2020",10:30p,Sacramento Kings,112,Golden State Warriors,94,Box Score,,"18,064",
867,"Wed, Feb 26, 2020",7:00p,New York Knicks,101,Charlotte Hornets,107,Box Score,,"13,152",
868,"Wed, Feb 26, 2020",7:00p,Philadelphia 76ers,94,Cleveland Cavaliers,108,Box Score,,"16,332",
869,"Wed, Feb 26, 2020",7:00p,Brooklyn Nets,106,Washington Wizards,110,Box Score,,"15,021",
870,"Wed, Feb 26, 2020",7:30p,Orlando Magic,130,Atlanta Hawks,120,Box Score,,"14,967",
871,"Wed, Feb 26, 2020",7:30p,Minnesota Timberwolves,129,Miami Heat,126,Box Score,,"19,600",
872,"Wed, Feb 26, 2020",8:00p,Memphis Grizzlies,112,Houston Rockets,140,Box Score,,"18,055",
873,"Wed, Feb 26, 2020",8:30p,Dallas Mavericks,109,San Antonio Spurs,103,Box Score,,"18,354",
874,"Wed, Feb 26, 2020",9:00p,Los Angeles Clippers,102,Phoenix Suns,92,Box Score,,"15,157",
875,"Wed, Feb 26, 2020",10:30p,Boston Celtics,114,Utah Jazz,103,Box Score,,"18,306",
876,"Thu, Feb 27, 2020",7:00p,New York Knicks,106,Philadelphia 76ers,115,Box Score,,"20,175",
877,"Thu, Feb 27, 2020",8:00p,Portland Trail Blazers,100,Indiana Pacers,106,Box Score,,"16,872",
878,"Thu, Feb 27, 2020",8:00p,Sacramento Kings,108,Oklahoma City Thunder,112,Box Score,,"18,203",
879,"Thu, Feb 27, 2020",10:30p,Los Angeles Lakers,116,Golden State Warriors,86,Box Score,,"18,064",
880,"Fri, Feb 28, 2020",7:00p,Minnesota Timberwolves,125,Orlando Magic,136,Box Score,,"18,846",
881,"Fri, Feb 28, 2020",7:30p,Brooklyn Nets,118,Atlanta Hawks,141,Box Score,,"17,034",
882,"Fri, Feb 28, 2020",7:30p,Charlotte Hornets,99,Toronto Raptors,96,Box Score,,"19,800",
883,"Fri, Feb 28, 2020",8:00p,Sacramento Kings,104,Memphis Grizzlies,101,Box Score,,"17,794",
884,"Fri, Feb 28, 2020",8:00p,Dallas Mavericks,118,Miami Heat,126,Box Score,,"19,704",
885,"Fri, Feb 28, 2020",8:00p,Oklahoma City Thunder,86,Milwaukee Bucks,133,Box Score,,"18,412",
886,"Fri, Feb 28, 2020",8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,116,Box Score,,"18,304",
887,"Fri, Feb 28, 2020",9:00p,Detroit Pistons,113,Phoenix Suns,111,Box Score,,"17,142",
888,"Fri, Feb 28, 2020",9:00p,Washington Wizards,119,Utah Jazz,129,Box Score,,"18,306",
889,"Fri, Feb 28, 2020",10:30p,Denver Nuggets,103,Los Angeles Clippers,132,Box Score,,"19,068",
890,"Sat, Feb 29, 2020",5:00p,Chicago Bulls,115,New York Knicks,125,Box Score,,"19,812",
891,"Sat, Feb 29, 2020",7:30p,Portland Trail Blazers,117,Atlanta Hawks,129,Box Score,,"17,765",
892,"Sat, Feb 29, 2020",7:30p,Brooklyn Nets,113,Miami Heat,116,Box Score,,"19,600",
893,"Sat, Feb 29, 2020",8:00p,Indiana Pacers,113,Cleveland Cavaliers,104,Box Score,,"19,432",
894,"Sat, Feb 29, 2020",8:00p,Los Angeles Lakers,88,Memphis Grizzlies,105,Box Score,,"17,794",
895,"Sat, Feb 29, 2020",8:30p,Houston Rockets,111,Boston Celtics,110,Box Score,OT,"19,156",
896,"Sat, Feb 29, 2020",8:30p,Orlando Magic,113,San Antonio Spurs,114,Box Score,,"18,354",
897,"Sat, Feb 29, 2020",9:00p,Golden State Warriors,115,Phoenix Suns,99,Box Score,,"16,395",
898,"Sun, Mar 1, 2020",1:00p,Milwaukee Bucks,93,Charlotte Hornets,85,Box Score,,"19,149",
899,"Sun, Mar 1, 2020",3:30p,Philadelphia 76ers,130,Los Angeles Clippers,136,Box Score,,"19,068",
900,"Sun, Mar 1, 2020",3:30p,Dallas Mavericks,111,Minnesota Timberwolves,91,Box Score,,"18,058",
901,"Sun, Mar 1, 2020",6:00p,Toronto Raptors,118,Denver Nuggets,133,Box Score,,"19,777",
902,"Sun, Mar 1, 2020",6:00p,Detroit Pistons,100,Sacramento Kings,106,Box Score,,"17,499",
903,"Sun, Mar 1, 2020",8:00p,Los Angeles Lakers,122,New Orleans Pelicans,114,Box Score,,"18,547",
904,"Sun, Mar 1, 2020",8:30p,Washington Wizards,124,Golden State Warriors,110,Box Score,,"18,064",
905,"Mon, Mar 2, 2020",7:00p,Utah Jazz,126,Cleveland Cavaliers,113,Box Score,,"15,453",
906,"Mon, Mar 2, 2020",7:00p,Houston Rockets,123,New York Knicks,125,Box Score,,"18,142",
907,"Mon, Mar 2, 2020",7:00p,Portland Trail Blazers,130,Orlando Magic,107,Box Score,,"18,078",
908,"Mon, Mar 2, 2020",7:30p,Memphis Grizzlies,127,Atlanta Hawks,88,Box Score,,"16,207",
909,"Mon, Mar 2, 2020",7:30p,Milwaukee Bucks,89,Miami Heat,105,Box Score,,"19,600",
910,"Mon, Mar 2, 2020",8:00p,Dallas Mavericks,107,Chicago Bulls,109,Box Score,,"18,407",
911,"Mon, Mar 2, 2020",8:30p,Indiana Pacers,116,San Antonio Spurs,111,Box Score,,"17,635",
912,"Tue, Mar 3, 2020",7:00p,San Antonio Spurs,104,Charlotte Hornets,103,Box Score,,"12,008",
913,"Tue, Mar 3, 2020",7:30p,Brooklyn Nets,129,Boston Celtics,120,Box Score,OT,"19,156",
914,"Tue, Mar 3, 2020",8:00p,Minnesota Timberwolves,139,New Orleans Pelicans,134,Box Score,,"15,264",
915,"Tue, Mar 3, 2020",8:00p,Los Angeles Clippers,109,Oklahoma City Thunder,94,Box Score,,"18,203",
916,"Tue, Mar 3, 2020",9:00p,Golden State Warriors,116,Denver Nuggets,100,Box Score,,"19,520",
917,"Tue, Mar 3, 2020",9:00p,Toronto Raptors,123,Phoenix Suns,114,Box Score,,"15,553",
918,"Tue, Mar 3, 2020",10:00p,Philadelphia 76ers,107,Los Angeles Lakers,120,Box Score,,"18,997",
919,"Tue, Mar 3, 2020",10:00p,Washington Wizards,126,Sacramento Kings,133,Box Score,,"16,419",
920,"Wed, Mar 4, 2020",7:00p,Boston Celtics,112,Cleveland Cavaliers,106,Box Score,,"16,897",
921,"Wed, Mar 4, 2020",7:00p,Oklahoma City Thunder,114,Detroit Pistons,107,Box Score,,"15,138",
922,"Wed, Mar 4, 2020",7:00p,Indiana Pacers,100,Milwaukee Bucks,119,Box Score,,"17,695",
923,"Wed, Mar 4, 2020",7:30p,Memphis Grizzlies,118,Brooklyn Nets,79,Box Score,,"16,941",
924,"Wed, Mar 4, 2020",7:30p,Utah Jazz,112,New York Knicks,104,Box Score,,"16,588",
925,"Wed, Mar 4, 2020",7:30p,Orlando Magic,113,Miami Heat,116,Box Score,,"19,600",
926,"Wed, Mar 4, 2020",8:00p,Chicago Bulls,108,Minnesota Timberwolves,115,Box Score,,"13,392",
927,"Wed, Mar 4, 2020",9:30p,New Orleans Pelicans,123,Dallas Mavericks,127,Box Score,OT,"20,459",
928,"Wed, Mar 4, 2020",10:00p,Washington Wizards,104,Portland Trail Blazers,125,Box Score,,"19,393",
929,"Thu, Mar 5, 2020",7:00p,Denver Nuggets,114,Charlotte Hornets,112,Box Score,,"13,311",
930,"Thu, Mar 5, 2020",8:00p,Los Angeles Clippers,120,Houston Rockets,105,Box Score,,"18,055",
931,"Thu, Mar 5, 2020",10:00p,Philadelphia 76ers,125,Sacramento Kings,108,Box Score,,"15,485",
932,"Thu, Mar 5, 2020",10:30p,Toronto Raptors,121,Golden State Warriors,113,Box Score,,"18,064",
933,"Fri, Mar 6, 2020",7:00p,Atlanta Hawks,112,Washington Wizards,118,Box Score,,"17,856",
934,"Fri, Mar 6, 2020",7:30p,San Antonio Spurs,120,Brooklyn Nets,139,Box Score,,"16,277",
935,"Fri, Mar 6, 2020",7:30p,Oklahoma City Thunder,126,New York Knicks,103,Box Score,,"19,499",
936,"Fri, Mar 6, 2020",8:00p,Indiana Pacers,108,Chicago Bulls,102,Box Score,,"20,229",
937,"Fri, Mar 6, 2020",8:00p,Orlando Magic,132,Minnesota Timberwolves,118,Box Score,,"14,315",
938,"Fri, Mar 6, 2020",8:00p,Miami Heat,104,New Orleans Pelicans,110,Box Score,,"18,384",
939,"Fri, Mar 6, 2020",8:00p,Utah Jazz,99,Boston Celtics,94,Box Score,,"19,156",
940,"Fri, Mar 6, 2020",8:30p,Memphis Grizzlies,96,Dallas Mavericks,121,Box Score,,"20,370",
941,"Fri, Mar 6, 2020",9:00p,Portland Trail Blazers,117,Phoenix Suns,127,Box Score,,"15,522",
942,"Fri, Mar 6, 2020",10:30p,Milwaukee Bucks,103,Los Angeles Lakers,113,Box Score,,"18,997",
943,"Sat, Mar 7, 2020",5:00p,Houston Rockets,99,Charlotte Hornets,108,Box Score,,"19,159",
944,"Sat, Mar 7, 2020",7:00p,Utah Jazz,111,Detroit Pistons,105,Box Score,,"16,590",
945,"Sat, Mar 7, 2020",7:30p,Denver Nuggets,102,Cleveland Cavaliers,104,Box Score,,"19,432",
946,"Sat, Mar 7, 2020",8:00p,Atlanta Hawks,101,Memphis Grizzlies,118,Box Score,,"17,117",
947,"Sat, Mar 7, 2020",8:30p,Philadelphia 76ers,114,Golden State Warriors,118,Box Score,,"18,064",
948,"Sat, Mar 7, 2020",10:00p,Sacramento Kings,123,Portland Trail Blazers,111,Box Score,,"19,691",
949,"Sun, Mar 8, 2020",3:00p,Chicago Bulls,107,Brooklyn Nets,110,Box Score,,"15,916",
950,"Sun, Mar 8, 2020",3:30p,New Orleans Pelicans,120,Minnesota Timberwolves,107,Box Score,,"18,978",
951,"Sun, Mar 8, 2020",3:30p,Los Angeles Lakers,112,Los Angeles Clippers,103,Box Score,,"19,068",
952,"Sun, Mar 8, 2020",6:00p,Oklahoma City Thunder,105,Boston Celtics,104,Box Score,,"19,156",
953,"Sun, Mar 8, 2020",6:00p,Milwaukee Bucks,131,Phoenix Suns,140,Box Score,,"17,282",
954,"Sun, Mar 8, 2020",7:00p,Miami Heat,100,Washington Wizards,89,Box Score,,"18,135",
955,"Sun, Mar 8, 2020",7:00p,Indiana Pacers,112,Dallas Mavericks,109,Box Score,,"20,324",
956,"Sun, Mar 8, 2020",7:00p,Orlando Magic,126,Houston Rockets,106,Box Score,,"18,055",
957,"Sun, Mar 8, 2020",7:30p,Detroit Pistons,84,New York Knicks,96,Box Score,,"18,361",
958,"Sun, Mar 8, 2020",7:30p,San Antonio Spurs,129,Cleveland Cavaliers,132,Box Score,OT,"17,995",
959,"Sun, Mar 8, 2020",9:00p,Toronto Raptors,118,Sacramento Kings,113,Box Score,,"16,449",
960,"Mon, Mar 9, 2020",7:30p,Charlotte Hornets,138,Atlanta Hawks,143,Box Score,2OT,"14,399",
961,"Mon, Mar 9, 2020",9:00p,Milwaukee Bucks,95,Denver Nuggets,109,Box Score,,"19,838",
962,"Mon, Mar 9, 2020",9:00p,Toronto Raptors,101,Utah Jazz,92,Box Score,,"18,306",
963,"Tue, Mar 10, 2020",7:00p,New York Knicks,115,Washington Wizards,122,Box Score,,"15,048",
964,"Tue, Mar 10, 2020",7:00p,Boston Celtics,114,Indiana Pacers,111,Box Score,,"17,053",
965,"Tue, Mar 10, 2020",8:00p,Minnesota Timberwolves,111,Houston Rockets,117,Box Score,,"18,055",
966,"Tue, Mar 10, 2020",8:00p,Dallas Mavericks,109,San Antonio Spurs,119,Box Score,,"18,354",
967,"Tue, Mar 10, 2020",8:00p,Orlando Magic,120,Memphis Grizzlies,115,Box Score,,"15,388",
